2025-07-30 23:20:44,511 - snake_game - INFO - Logging for snake_game started. Log file: logs\application_snake_game.log
2025-07-30 23:20:44,511 - snake_game - INFO - Snake Game application started.
2025-08-04 16:33:38,031 - snake_game - DEBUG - Gaze coordinates: (757, 491)
2025-08-04 16:33:38,061 - snake_game - DEBUG - Gaze coordinates: (755, 477)
2025-08-04 16:33:38,090 - snake_game - DEBUG - Gaze coordinates: (754, 463)
2025-08-04 16:33:38,120 - snake_game - DEBUG - Gaze coordinates: (752, 451)
2025-08-04 16:33:38,153 - snake_game - DEBUG - Gaze coordinates: (751, 439)
2025-08-04 16:33:38,186 - snake_game - DEBUG - Gaze coordinates: (750, 428)
2025-08-04 16:33:38,217 - snake_game - DEBUG - Gaze coordinates: (748, 418)
2025-08-04 16:33:38,247 - snake_game - DEBUG - Gaze coordinates: (747, 409)
2025-08-04 16:33:38,277 - snake_game - DEBUG - Gaze coordinates: (747, 401)
2025-08-04 16:33:38,325 - snake_game - DEBUG - Gaze coordinates: (746, 395)
2025-08-04 16:33:38,366 - snake_game - DEBUG - Gaze coordinates: (746, 389)
2025-08-04 16:33:38,394 - snake_game - DEBUG - Gaze coordinates: (747, 384)
2025-08-04 16:33:38,424 - snake_game - DEBUG - Gaze coordinates: (747, 381)
2025-08-04 16:33:38,457 - snake_game - DEBUG - Gaze coordinates: (748, 378)
2025-08-04 16:33:38,489 - snake_game - DEBUG - Gaze coordinates: (750, 376)
2025-08-04 16:33:38,523 - snake_game - DEBUG - Gaze coordinates: (754, 375)
2025-08-04 16:33:38,551 - snake_game - DEBUG - Gaze coordinates: (761, 375)
2025-08-04 16:33:38,586 - snake_game - DEBUG - Gaze coordinates: (772, 375)
2025-08-04 16:33:38,620 - snake_game - DEBUG - Gaze coordinates: (782, 375)
2025-08-04 16:33:38,656 - snake_game - DEBUG - Gaze coordinates: (796, 377)
2025-08-04 16:33:38,687 - snake_game - DEBUG - Gaze coordinates: (813, 380)
2025-08-04 16:33:38,730 - snake_game - DEBUG - Gaze coordinates: (836, 384)
2025-08-04 16:33:38,762 - snake_game - DEBUG - Gaze coordinates: (858, 388)
2025-08-04 16:33:38,795 - snake_game - DEBUG - Gaze coordinates: (877, 392)
2025-08-04 16:33:38,828 - snake_game - DEBUG - Gaze coordinates: (892, 395)
2025-08-04 16:33:38,860 - snake_game - DEBUG - Gaze coordinates: (905, 398)
2025-08-04 16:33:38,890 - snake_game - DEBUG - Gaze coordinates: (914, 400)
2025-08-04 16:33:38,921 - snake_game - DEBUG - Gaze coordinates: (918, 402)
2025-08-04 16:33:38,950 - snake_game - DEBUG - Gaze coordinates: (921, 403)
2025-08-04 16:33:38,982 - snake_game - DEBUG - Gaze coordinates: (925, 403)
2025-08-04 16:33:39,020 - snake_game - DEBUG - Gaze coordinates: (928, 403)
2025-08-04 16:33:39,053 - snake_game - DEBUG - Gaze coordinates: (931, 402)
2025-08-04 16:33:39,085 - snake_game - DEBUG - Gaze coordinates: (935, 401)
2025-08-04 16:33:39,125 - snake_game - DEBUG - Gaze coordinates: (942, 400)
2025-08-04 16:33:39,161 - snake_game - DEBUG - Gaze coordinates: (946, 399)
2025-08-04 16:33:39,196 - snake_game - DEBUG - Gaze coordinates: (951, 398)
2025-08-04 16:33:39,228 - snake_game - DEBUG - Gaze coordinates: (953, 397)
2025-08-04 16:33:39,259 - snake_game - DEBUG - Gaze coordinates: (955, 396)
2025-08-04 16:33:39,291 - snake_game - DEBUG - Gaze coordinates: (957, 395)
2025-08-04 16:33:39,320 - snake_game - DEBUG - Gaze coordinates: (957, 394)
2025-08-04 16:33:39,352 - snake_game - DEBUG - Gaze coordinates: (956, 394)
2025-08-04 16:33:39,386 - snake_game - DEBUG - Gaze coordinates: (953, 393)
2025-08-04 16:33:39,417 - snake_game - DEBUG - Gaze coordinates: (948, 392)
2025-08-04 16:33:39,447 - snake_game - DEBUG - Gaze coordinates: (940, 390)
2025-08-04 16:33:39,480 - snake_game - DEBUG - Gaze coordinates: (932, 389)
2025-08-04 16:33:39,532 - snake_game - DEBUG - Gaze coordinates: (920, 388)
2025-08-04 16:33:39,561 - snake_game - DEBUG - Gaze coordinates: (906, 386)
2025-08-04 16:33:39,589 - snake_game - DEBUG - Gaze coordinates: (891, 386)
2025-08-04 16:33:39,622 - snake_game - DEBUG - Gaze coordinates: (878, 386)
2025-08-04 16:33:39,659 - snake_game - DEBUG - Gaze coordinates: (866, 385)
2025-08-04 16:33:39,694 - snake_game - DEBUG - Gaze coordinates: (855, 386)
2025-08-04 16:33:39,726 - snake_game - DEBUG - Gaze coordinates: (847, 386)
2025-08-04 16:33:39,757 - snake_game - DEBUG - Gaze coordinates: (839, 386)
2025-08-04 16:33:39,788 - snake_game - DEBUG - Gaze coordinates: (833, 386)
2025-08-04 16:33:39,819 - snake_game - DEBUG - Gaze coordinates: (827, 386)
2025-08-04 16:33:39,849 - snake_game - DEBUG - Gaze coordinates: (823, 386)
2025-08-04 16:33:39,881 - snake_game - DEBUG - Gaze coordinates: (818, 386)
2025-08-04 16:33:39,925 - snake_game - DEBUG - Gaze coordinates: (814, 387)
2025-08-04 16:33:39,958 - snake_game - DEBUG - Gaze coordinates: (810, 388)
2025-08-04 16:33:39,994 - snake_game - DEBUG - Gaze coordinates: (807, 389)
2025-08-04 16:33:40,029 - snake_game - DEBUG - Gaze coordinates: (803, 390)
2025-08-04 16:33:40,061 - snake_game - DEBUG - Gaze coordinates: (800, 391)
2025-08-04 16:33:40,090 - snake_game - DEBUG - Gaze coordinates: (798, 391)
2025-08-04 16:33:40,124 - snake_game - DEBUG - Gaze coordinates: (796, 392)
2025-08-04 16:33:40,156 - snake_game - DEBUG - Gaze coordinates: (793, 391)
2025-08-04 16:33:40,189 - snake_game - DEBUG - Gaze coordinates: (790, 391)
2025-08-04 16:33:40,218 - snake_game - DEBUG - Gaze coordinates: (787, 390)
2025-08-04 16:33:40,251 - snake_game - DEBUG - Gaze coordinates: (784, 390)
2025-08-04 16:33:40,284 - snake_game - DEBUG - Gaze coordinates: (782, 390)
2025-08-04 16:33:40,314 - snake_game - DEBUG - Gaze coordinates: (780, 389)
2025-08-04 16:33:40,367 - snake_game - DEBUG - Gaze coordinates: (776, 388)
2025-08-04 16:33:40,396 - snake_game - DEBUG - Gaze coordinates: (772, 385)
2025-08-04 16:33:40,427 - snake_game - DEBUG - Gaze coordinates: (769, 380)
2025-08-04 16:33:40,457 - snake_game - DEBUG - Gaze coordinates: (765, 372)
2025-08-04 16:33:40,489 - snake_game - DEBUG - Gaze coordinates: (762, 362)
2025-08-04 16:33:40,524 - snake_game - DEBUG - Gaze coordinates: (760, 348)
2025-08-04 16:33:40,555 - snake_game - DEBUG - Gaze coordinates: (757, 331)
2025-08-04 16:33:40,585 - snake_game - DEBUG - Gaze coordinates: (756, 311)
2025-08-04 16:33:40,617 - snake_game - DEBUG - Gaze coordinates: (755, 290)
2025-08-04 16:33:40,649 - snake_game - DEBUG - Gaze coordinates: (753, 269)
2025-08-04 16:33:40,680 - snake_game - DEBUG - Gaze coordinates: (752, 250)
2025-08-04 16:33:40,749 - snake_game - DEBUG - Gaze coordinates: (752, 232)
2025-08-04 16:33:40,780 - snake_game - DEBUG - Gaze coordinates: (752, 216)
2025-08-04 16:33:40,812 - snake_game - DEBUG - Gaze coordinates: (752, 203)
2025-08-04 16:33:40,841 - snake_game - DEBUG - Gaze coordinates: (752, 193)
2025-08-04 16:33:40,873 - snake_game - DEBUG - Gaze coordinates: (752, 186)
2025-08-04 16:33:40,902 - snake_game - DEBUG - Gaze coordinates: (753, 183)
2025-08-04 16:33:40,931 - snake_game - DEBUG - Gaze coordinates: (754, 184)
2025-08-04 16:33:40,965 - snake_game - DEBUG - Gaze coordinates: (755, 188)
2025-08-04 16:33:40,998 - snake_game - DEBUG - Gaze coordinates: (756, 194)
2025-08-04 16:33:41,033 - snake_game - DEBUG - Gaze coordinates: (756, 201)
2025-08-04 16:33:41,064 - snake_game - DEBUG - Gaze coordinates: (755, 210)
2025-08-04 16:33:41,096 - snake_game - DEBUG - Gaze coordinates: (755, 221)
2025-08-04 16:33:41,127 - snake_game - DEBUG - Gaze coordinates: (756, 231)
2025-08-04 16:33:41,160 - snake_game - DEBUG - Gaze coordinates: (755, 242)
2025-08-04 16:33:41,191 - snake_game - DEBUG - Gaze coordinates: (756, 253)
2025-08-04 16:33:41,224 - snake_game - DEBUG - Gaze coordinates: (756, 263)
2025-08-04 16:33:41,257 - snake_game - DEBUG - Gaze coordinates: (757, 274)
2025-08-04 16:33:41,290 - snake_game - DEBUG - Gaze coordinates: (757, 283)
2025-08-04 16:33:41,321 - snake_game - DEBUG - Gaze coordinates: (757, 292)
2025-08-04 16:33:41,352 - snake_game - DEBUG - Gaze coordinates: (757, 301)
2025-08-04 16:33:41,387 - snake_game - DEBUG - Gaze coordinates: (759, 308)
2025-08-04 16:33:41,419 - snake_game - DEBUG - Gaze coordinates: (761, 315)
2025-08-04 16:33:41,447 - snake_game - DEBUG - Gaze coordinates: (762, 321)
2025-08-04 16:33:41,483 - snake_game - DEBUG - Gaze coordinates: (763, 327)
2025-08-04 16:33:41,515 - snake_game - DEBUG - Gaze coordinates: (764, 333)
2025-08-04 16:33:41,545 - snake_game - DEBUG - Gaze coordinates: (764, 337)
2025-08-04 16:33:41,575 - snake_game - DEBUG - Gaze coordinates: (764, 342)
2025-08-04 16:33:41,622 - snake_game - DEBUG - Gaze coordinates: (763, 346)
2025-08-04 16:33:41,658 - snake_game - DEBUG - Gaze coordinates: (764, 350)
2025-08-04 16:33:41,692 - snake_game - DEBUG - Gaze coordinates: (764, 354)
2025-08-04 16:33:41,720 - snake_game - DEBUG - Gaze coordinates: (765, 357)
2025-08-04 16:33:41,750 - snake_game - DEBUG - Gaze coordinates: (767, 360)
2025-08-04 16:33:41,787 - snake_game - DEBUG - Gaze coordinates: (771, 363)
2025-08-04 16:33:41,819 - snake_game - DEBUG - Gaze coordinates: (778, 366)
2025-08-04 16:33:41,851 - snake_game - DEBUG - Gaze coordinates: (788, 369)
2025-08-04 16:33:41,881 - snake_game - DEBUG - Gaze coordinates: (804, 372)
2025-08-04 16:33:41,914 - snake_game - DEBUG - Gaze coordinates: (826, 374)
2025-08-04 16:33:41,945 - snake_game - DEBUG - Gaze coordinates: (852, 377)
2025-08-04 16:33:41,975 - snake_game - DEBUG - Gaze coordinates: (880, 380)
2025-08-04 16:33:42,010 - snake_game - DEBUG - Gaze coordinates: (909, 382)
2025-08-04 16:33:42,058 - snake_game - DEBUG - Gaze coordinates: (936, 385)
2025-08-04 16:33:42,090 - snake_game - DEBUG - Gaze coordinates: (960, 388)
2025-08-04 16:33:42,123 - snake_game - DEBUG - Gaze coordinates: (979, 390)
2025-08-04 16:33:42,153 - snake_game - DEBUG - Gaze coordinates: (994, 394)
2025-08-04 16:33:42,190 - snake_game - DEBUG - Gaze coordinates: (1004, 397)
2025-08-04 16:33:42,220 - snake_game - DEBUG - Gaze coordinates: (1012, 400)
2025-08-04 16:33:42,249 - snake_game - DEBUG - Gaze coordinates: (1015, 404)
2025-08-04 16:33:42,279 - snake_game - DEBUG - Gaze coordinates: (1016, 407)
2025-08-04 16:33:42,309 - snake_game - DEBUG - Gaze coordinates: (1013, 410)
2025-08-04 16:33:42,348 - snake_game - DEBUG - Gaze coordinates: (1007, 413)
2025-08-04 16:33:42,377 - snake_game - DEBUG - Gaze coordinates: (998, 415)
2025-08-04 16:33:42,407 - snake_game - DEBUG - Gaze coordinates: (986, 417)
2025-08-04 16:33:42,442 - snake_game - DEBUG - Gaze coordinates: (971, 419)
2025-08-04 16:33:42,487 - snake_game - DEBUG - Gaze coordinates: (956, 419)
2025-08-04 16:33:42,522 - snake_game - DEBUG - Gaze coordinates: (939, 419)
2025-08-04 16:33:42,553 - snake_game - DEBUG - Gaze coordinates: (922, 418)
2025-08-04 16:33:42,584 - snake_game - DEBUG - Gaze coordinates: (906, 417)
2025-08-04 16:33:42,613 - snake_game - DEBUG - Gaze coordinates: (891, 416)
2025-08-04 16:33:42,644 - snake_game - DEBUG - Gaze coordinates: (875, 414)
2025-08-04 16:33:42,683 - snake_game - DEBUG - Gaze coordinates: (861, 411)
2025-08-04 16:33:42,715 - snake_game - DEBUG - Gaze coordinates: (848, 408)
2025-08-04 16:33:42,746 - snake_game - DEBUG - Gaze coordinates: (836, 404)
2025-08-04 16:33:42,780 - snake_game - DEBUG - Gaze coordinates: (826, 400)
2025-08-04 16:33:42,808 - snake_game - DEBUG - Gaze coordinates: (817, 396)
2025-08-04 16:33:42,841 - snake_game - DEBUG - Gaze coordinates: (810, 392)
2025-08-04 16:33:42,889 - snake_game - DEBUG - Gaze coordinates: (804, 389)
2025-08-04 16:33:42,921 - snake_game - DEBUG - Gaze coordinates: (798, 385)
2025-08-04 16:33:42,951 - snake_game - DEBUG - Gaze coordinates: (794, 382)
2025-08-04 16:33:42,982 - snake_game - DEBUG - Gaze coordinates: (793, 380)
2025-08-04 16:33:43,018 - snake_game - DEBUG - Gaze coordinates: (792, 377)
2025-08-04 16:33:43,049 - snake_game - DEBUG - Gaze coordinates: (791, 375)
2025-08-04 16:33:43,082 - snake_game - DEBUG - Gaze coordinates: (792, 373)
2025-08-04 16:33:43,112 - snake_game - DEBUG - Gaze coordinates: (793, 371)
2025-08-04 16:33:43,144 - snake_game - DEBUG - Gaze coordinates: (795, 370)
2025-08-04 16:33:43,178 - snake_game - DEBUG - Gaze coordinates: (795, 372)
2025-08-04 16:33:43,210 - snake_game - DEBUG - Gaze coordinates: (798, 374)
2025-08-04 16:33:43,241 - snake_game - DEBUG - Gaze coordinates: (800, 377)
2025-08-04 16:33:43,272 - snake_game - DEBUG - Gaze coordinates: (801, 381)
2025-08-04 16:33:43,318 - snake_game - DEBUG - Gaze coordinates: (803, 385)
2025-08-04 16:33:43,362 - snake_game - DEBUG - Gaze coordinates: (805, 389)
2025-08-04 16:33:43,394 - snake_game - DEBUG - Gaze coordinates: (806, 392)
2025-08-04 16:33:43,423 - snake_game - DEBUG - Gaze coordinates: (807, 395)
2025-08-04 16:33:43,454 - snake_game - DEBUG - Gaze coordinates: (807, 398)
2025-08-04 16:33:43,483 - snake_game - DEBUG - Gaze coordinates: (806, 401)
2025-08-04 16:33:43,513 - snake_game - DEBUG - Gaze coordinates: (805, 403)
2025-08-04 16:33:43,547 - snake_game - DEBUG - Gaze coordinates: (803, 406)
2025-08-04 16:33:43,576 - snake_game - DEBUG - Gaze coordinates: (801, 409)
2025-08-04 16:33:43,606 - snake_game - DEBUG - Gaze coordinates: (797, 412)
2025-08-04 16:33:43,642 - snake_game - DEBUG - Gaze coordinates: (793, 415)
2025-08-04 16:33:43,673 - snake_game - DEBUG - Gaze coordinates: (789, 418)
2025-08-04 16:33:43,708 - snake_game - DEBUG - Gaze coordinates: (785, 422)
2025-08-04 16:33:43,756 - snake_game - DEBUG - Gaze coordinates: (780, 427)
2025-08-04 16:33:43,785 - snake_game - DEBUG - Gaze coordinates: (774, 435)
2025-08-04 16:33:43,816 - snake_game - DEBUG - Gaze coordinates: (767, 445)
2025-08-04 16:33:43,847 - snake_game - DEBUG - Gaze coordinates: (759, 458)
2025-08-04 16:33:43,885 - snake_game - DEBUG - Gaze coordinates: (752, 475)
2025-08-04 16:33:43,913 - snake_game - DEBUG - Gaze coordinates: (745, 493)
2025-08-04 16:33:43,942 - snake_game - DEBUG - Gaze coordinates: (738, 513)
2025-08-04 16:33:43,975 - snake_game - DEBUG - Gaze coordinates: (731, 534)
2025-08-04 16:33:44,011 - snake_game - DEBUG - Gaze coordinates: (725, 556)
2025-08-04 16:33:44,046 - snake_game - DEBUG - Gaze coordinates: (718, 577)
2025-08-04 16:33:44,075 - snake_game - DEBUG - Gaze coordinates: (711, 598)
2025-08-04 16:33:44,105 - snake_game - DEBUG - Gaze coordinates: (705, 618)
2025-08-04 16:33:44,136 - snake_game - DEBUG - Gaze coordinates: (699, 638)
2025-08-04 16:33:44,185 - snake_game - DEBUG - Gaze coordinates: (690, 657)
2025-08-04 16:33:44,219 - snake_game - DEBUG - Gaze coordinates: (680, 676)
2025-08-04 16:33:44,247 - snake_game - DEBUG - Gaze coordinates: (670, 695)
2025-08-04 16:33:44,279 - snake_game - DEBUG - Gaze coordinates: (659, 712)
2025-08-04 16:33:44,315 - snake_game - DEBUG - Gaze coordinates: (649, 727)
2025-08-04 16:33:44,348 - snake_game - DEBUG - Gaze coordinates: (638, 741)
2025-08-04 16:33:44,384 - snake_game - DEBUG - Gaze coordinates: (628, 753)
2025-08-04 16:33:44,413 - snake_game - DEBUG - Gaze coordinates: (619, 764)
2025-08-04 16:33:44,444 - snake_game - DEBUG - Gaze coordinates: (610, 774)
2025-08-04 16:33:44,475 - snake_game - DEBUG - Gaze coordinates: (603, 783)
2025-08-04 16:33:44,506 - snake_game - DEBUG - Gaze coordinates: (597, 791)
2025-08-04 16:33:44,543 - snake_game - DEBUG - Gaze coordinates: (591, 798)
2025-08-04 16:33:44,583 - snake_game - DEBUG - Gaze coordinates: (587, 805)
2025-08-04 16:33:44,614 - snake_game - DEBUG - Gaze coordinates: (582, 811)
2025-08-04 16:33:44,650 - snake_game - DEBUG - Gaze coordinates: (578, 816)
2025-08-04 16:33:44,681 - snake_game - DEBUG - Gaze coordinates: (574, 821)
2025-08-04 16:33:44,712 - snake_game - DEBUG - Gaze coordinates: (572, 825)
2025-08-04 16:33:44,745 - snake_game - DEBUG - Gaze coordinates: (570, 829)
2025-08-04 16:33:44,777 - snake_game - DEBUG - Gaze coordinates: (569, 832)
2025-08-04 16:33:44,808 - snake_game - DEBUG - Gaze coordinates: (568, 835)
2025-08-04 16:33:44,839 - snake_game - DEBUG - Gaze coordinates: (567, 838)
2025-08-04 16:33:44,874 - snake_game - DEBUG - Gaze coordinates: (567, 841)
2025-08-04 16:33:44,904 - snake_game - DEBUG - Gaze coordinates: (567, 843)
2025-08-04 16:33:44,935 - snake_game - DEBUG - Gaze coordinates: (568, 844)
2025-08-04 16:33:44,967 - snake_game - DEBUG - Gaze coordinates: (569, 845)
2025-08-04 16:33:45,018 - snake_game - DEBUG - Gaze coordinates: (571, 844)
2025-08-04 16:33:45,052 - snake_game - DEBUG - Gaze coordinates: (574, 843)
2025-08-04 16:33:45,084 - snake_game - DEBUG - Gaze coordinates: (581, 837)
2025-08-04 16:33:45,114 - snake_game - DEBUG - Gaze coordinates: (590, 827)
2025-08-04 16:33:45,145 - snake_game - DEBUG - Gaze coordinates: (599, 813)
2025-08-04 16:33:45,177 - snake_game - DEBUG - Gaze coordinates: (611, 794)
2025-08-04 16:33:45,213 - snake_game - DEBUG - Gaze coordinates: (624, 772)
2025-08-04 16:33:45,244 - snake_game - DEBUG - Gaze coordinates: (639, 746)
2025-08-04 16:33:45,274 - snake_game - DEBUG - Gaze coordinates: (655, 719)
2025-08-04 16:33:45,304 - snake_game - DEBUG - Gaze coordinates: (671, 691)
2025-08-04 16:33:45,334 - snake_game - DEBUG - Gaze coordinates: (688, 661)
2025-08-04 16:33:45,369 - snake_game - DEBUG - Gaze coordinates: (705, 630)
2025-08-04 16:33:45,402 - snake_game - DEBUG - Gaze coordinates: (723, 598)
2025-08-04 16:33:45,448 - snake_game - DEBUG - Gaze coordinates: (740, 565)
2025-08-04 16:33:45,480 - snake_game - DEBUG - Gaze coordinates: (757, 533)
2025-08-04 16:33:45,512 - snake_game - DEBUG - Gaze coordinates: (774, 501)
2025-08-04 16:33:45,549 - snake_game - DEBUG - Gaze coordinates: (790, 471)
2025-08-04 16:33:45,580 - snake_game - DEBUG - Gaze coordinates: (804, 442)
2025-08-04 16:33:45,611 - snake_game - DEBUG - Gaze coordinates: (818, 415)
2025-08-04 16:33:45,643 - snake_game - DEBUG - Gaze coordinates: (830, 389)
2025-08-04 16:33:45,675 - snake_game - DEBUG - Gaze coordinates: (842, 365)
2025-08-04 16:33:45,708 - snake_game - DEBUG - Gaze coordinates: (852, 343)
2025-08-04 16:33:45,739 - snake_game - DEBUG - Gaze coordinates: (862, 323)
2025-08-04 16:33:45,769 - snake_game - DEBUG - Gaze coordinates: (872, 306)
2025-08-04 16:33:45,800 - snake_game - DEBUG - Gaze coordinates: (881, 289)
2025-08-04 16:33:45,832 - snake_game - DEBUG - Gaze coordinates: (891, 274)
2025-08-04 16:33:45,884 - snake_game - DEBUG - Gaze coordinates: (898, 260)
2025-08-04 16:33:45,914 - snake_game - DEBUG - Gaze coordinates: (906, 248)
2025-08-04 16:33:45,942 - snake_game - DEBUG - Gaze coordinates: (913, 236)
2025-08-04 16:33:45,975 - snake_game - DEBUG - Gaze coordinates: (920, 225)
2025-08-04 16:33:46,012 - snake_game - DEBUG - Gaze coordinates: (927, 213)
2025-08-04 16:33:46,042 - snake_game - DEBUG - Gaze coordinates: (933, 203)
2025-08-04 16:33:46,071 - snake_game - DEBUG - Gaze coordinates: (939, 194)
2025-08-04 16:33:46,102 - snake_game - DEBUG - Gaze coordinates: (944, 184)
2025-08-04 16:33:46,138 - snake_game - DEBUG - Gaze coordinates: (949, 176)
2025-08-04 16:33:46,168 - snake_game - DEBUG - Gaze coordinates: (953, 169)
2025-08-04 16:33:46,201 - snake_game - DEBUG - Gaze coordinates: (957, 163)
2025-08-04 16:33:46,229 - snake_game - DEBUG - Gaze coordinates: (960, 158)
2025-08-04 16:33:46,281 - snake_game - DEBUG - Gaze coordinates: (963, 153)
2025-08-04 16:33:46,310 - snake_game - DEBUG - Gaze coordinates: (966, 149)
2025-08-04 16:33:46,342 - snake_game - DEBUG - Gaze coordinates: (968, 145)
2025-08-04 16:33:46,377 - snake_game - DEBUG - Gaze coordinates: (971, 142)
2025-08-04 16:33:46,410 - snake_game - DEBUG - Gaze coordinates: (974, 139)
2025-08-04 16:33:46,444 - snake_game - DEBUG - Gaze coordinates: (976, 136)
2025-08-04 16:33:46,472 - snake_game - DEBUG - Gaze coordinates: (977, 135)
2025-08-04 16:33:46,503 - snake_game - DEBUG - Gaze coordinates: (978, 135)
2025-08-04 16:33:46,537 - snake_game - DEBUG - Gaze coordinates: (980, 136)
2025-08-04 16:33:46,570 - snake_game - DEBUG - Gaze coordinates: (981, 137)
2025-08-04 16:33:46,601 - snake_game - DEBUG - Gaze coordinates: (982, 138)
2025-08-04 16:33:46,636 - snake_game - DEBUG - Gaze coordinates: (983, 138)
2025-08-04 16:33:46,670 - snake_game - DEBUG - Gaze coordinates: (984, 139)
2025-08-04 16:33:46,713 - snake_game - DEBUG - Gaze coordinates: (985, 141)
2025-08-04 16:33:46,746 - snake_game - DEBUG - Gaze coordinates: (987, 143)
2025-08-04 16:33:46,777 - snake_game - DEBUG - Gaze coordinates: (988, 146)
2025-08-04 16:33:46,808 - snake_game - DEBUG - Gaze coordinates: (989, 147)
2025-08-04 16:33:46,841 - snake_game - DEBUG - Gaze coordinates: (991, 148)
2025-08-04 16:33:46,879 - snake_game - DEBUG - Gaze coordinates: (992, 149)
2025-08-04 16:33:46,910 - snake_game - DEBUG - Gaze coordinates: (993, 149)
2025-08-04 16:33:46,940 - snake_game - DEBUG - Gaze coordinates: (995, 151)
2025-08-04 16:33:46,972 - snake_game - DEBUG - Gaze coordinates: (996, 153)
2025-08-04 16:33:47,006 - snake_game - DEBUG - Gaze coordinates: (996, 155)
2025-08-04 16:33:47,039 - snake_game - DEBUG - Gaze coordinates: (997, 156)
2025-08-04 16:33:47,068 - snake_game - DEBUG - Gaze coordinates: (998, 156)
2025-08-04 16:33:47,100 - snake_game - DEBUG - Gaze coordinates: (999, 156)
2025-08-04 16:33:47,143 - snake_game - DEBUG - Gaze coordinates: (999, 156)
2025-08-04 16:33:47,177 - snake_game - DEBUG - Gaze coordinates: (1000, 157)
2025-08-04 16:33:47,213 - snake_game - DEBUG - Gaze coordinates: (1000, 158)
2025-08-04 16:33:47,246 - snake_game - DEBUG - Gaze coordinates: (1000, 159)
2025-08-04 16:33:47,280 - snake_game - DEBUG - Gaze coordinates: (1000, 160)
2025-08-04 16:33:47,315 - snake_game - DEBUG - Gaze coordinates: (1000, 159)
2025-08-04 16:33:47,344 - snake_game - DEBUG - Gaze coordinates: (1000, 160)
2025-08-04 16:33:47,374 - snake_game - DEBUG - Gaze coordinates: (1000, 160)
2025-08-04 16:33:47,405 - snake_game - DEBUG - Gaze coordinates: (999, 162)
2025-08-04 16:33:47,434 - snake_game - DEBUG - Gaze coordinates: (998, 163)
2025-08-04 16:33:47,465 - snake_game - DEBUG - Gaze coordinates: (997, 164)
2025-08-04 16:33:47,495 - snake_game - DEBUG - Gaze coordinates: (997, 165)
2025-08-04 16:33:47,531 - snake_game - DEBUG - Gaze coordinates: (995, 165)
2025-08-04 16:33:47,578 - snake_game - DEBUG - Gaze coordinates: (993, 168)
2025-08-04 16:33:47,609 - snake_game - DEBUG - Gaze coordinates: (989, 171)
2025-08-04 16:33:47,644 - snake_game - DEBUG - Gaze coordinates: (984, 177)
2025-08-04 16:33:47,677 - snake_game - DEBUG - Gaze coordinates: (975, 184)
2025-08-04 16:33:47,716 - snake_game - DEBUG - Gaze coordinates: (964, 192)
2025-08-04 16:33:47,753 - snake_game - DEBUG - Gaze coordinates: (950, 202)
2025-08-04 16:33:47,787 - snake_game - DEBUG - Gaze coordinates: (935, 214)
2025-08-04 16:33:47,816 - snake_game - DEBUG - Gaze coordinates: (919, 227)
2025-08-04 16:33:47,847 - snake_game - DEBUG - Gaze coordinates: (902, 242)
2025-08-04 16:33:47,876 - snake_game - DEBUG - Gaze coordinates: (883, 259)
2025-08-04 16:33:47,924 - snake_game - DEBUG - Gaze coordinates: (858, 279)
2025-08-04 16:33:47,955 - snake_game - DEBUG - Gaze coordinates: (836, 297)
2025-08-04 16:33:47,984 - snake_game - DEBUG - Gaze coordinates: (814, 315)
2025-08-04 16:33:48,012 - snake_game - DEBUG - Gaze coordinates: (792, 334)
2025-08-04 16:33:48,041 - snake_game - DEBUG - Gaze coordinates: (770, 355)
2025-08-04 16:33:48,071 - snake_game - DEBUG - Gaze coordinates: (749, 377)
2025-08-04 16:33:48,101 - snake_game - DEBUG - Gaze coordinates: (728, 401)
2025-08-04 16:33:48,137 - snake_game - DEBUG - Gaze coordinates: (709, 427)
2025-08-04 16:33:48,166 - snake_game - DEBUG - Gaze coordinates: (691, 454)
2025-08-04 16:33:48,206 - snake_game - DEBUG - Gaze coordinates: (675, 482)
2025-08-04 16:33:48,236 - snake_game - DEBUG - Gaze coordinates: (660, 511)
2025-08-04 16:33:48,264 - snake_game - DEBUG - Gaze coordinates: (648, 539)
2025-08-04 16:33:48,325 - snake_game - DEBUG - Gaze coordinates: (639, 569)
2025-08-04 16:33:48,354 - snake_game - DEBUG - Gaze coordinates: (630, 596)
2025-08-04 16:33:48,383 - snake_game - DEBUG - Gaze coordinates: (624, 621)
2025-08-04 16:33:48,412 - snake_game - DEBUG - Gaze coordinates: (619, 644)
2025-08-04 16:33:48,441 - snake_game - DEBUG - Gaze coordinates: (617, 665)
2025-08-04 16:33:48,480 - snake_game - DEBUG - Gaze coordinates: (616, 685)
2025-08-04 16:33:48,514 - snake_game - DEBUG - Gaze coordinates: (617, 702)
2025-08-04 16:33:48,548 - snake_game - DEBUG - Gaze coordinates: (617, 717)
2025-08-04 16:33:48,576 - snake_game - DEBUG - Gaze coordinates: (619, 731)
2025-08-04 16:33:48,605 - snake_game - DEBUG - Gaze coordinates: (621, 743)
2025-08-04 16:33:48,636 - snake_game - DEBUG - Gaze coordinates: (622, 754)
2025-08-04 16:33:48,665 - snake_game - DEBUG - Gaze coordinates: (624, 764)
2025-08-04 16:33:48,732 - snake_game - DEBUG - Gaze coordinates: (625, 773)
2025-08-04 16:33:48,763 - snake_game - DEBUG - Gaze coordinates: (626, 781)
